dateTime,close
2019-07-21 00-00-00,225.38000000
2019-07-22 00-00-00,217.51000000
2019-07-23 00-00-00,212.48000000
2019-07-24 00-00-00,216.31000000
2019-07-25 00-00-00,219.14000000
2019-07-26 00-00-00,218.81000000
2019-07-27 00-00-00,207.30000000
2019-07-28 00-00-00,211.62000000
2019-07-29 00-00-00,210.89000000
2019-07-30 00-00-00,209.58000000
2019-07-31 00-00-00,218.42000000
2019-08-01 00-00-00,216.84000000
2019-08-02 00-00-00,217.61000000
2019-08-03 00-00-00,222.14000000
2019-08-04 00-00-00,221.79000000
2019-08-05 00-00-00,233.54000000
2019-08-06 00-00-00,226.28000000
2019-08-07 00-00-00,226.10000000
2019-08-08 00-00-00,221.39000000
2019-08-09 00-00-00,210.53000000
2019-08-10 00-00-00,206.48000000
2019-08-11 00-00-00,216.42000000
2019-08-12 00-00-00,211.41000000
2019-08-13 00-00-00,209.30000000
2019-08-14 00-00-00,187.10000000
2019-08-15 00-00-00,188.03000000
2019-08-16 00-00-00,184.88000000
2019-08-17 00-00-00,185.59000000
2019-08-18 00-00-00,194.33000000
